,index,ï»¿,author,total_followers,total_following,number_posts,shortcode,timestamp,Date,time,likes,comments,engagement,average_engagement,caption,text,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,Tag_6,Tag_7,Tag_8,Tag_9,Tag_10,Tag_11,neg,neu,pos,compound
126,126,126,grantcardone,3396191,2444,6566,CSsBxwSJ32l,1629229961,44425.82825,44425.82825,14193,503,0.43272006799999996,0.660197949,Photo by Grant Cardone in Federal Reserve Bank of Atlanta - Miami Branch. May be an image of 1 person and text that says 'CARDONI CARD THE WAY TO MAKE SURE YOU DON'T BURN CASH IS TO CONVERT IT TO REAL ASSETS. GRANT CARDONE'.,Convert cash to real assetsNo real dollars were harmed in this photo,,,,,,,,,,,,0.22,0.78,0.0,-0.4767
127,127,127,grantcardone,3396191,2444,6566,CSrfc2EC57l,1629212059,44425.62105,44425.62105,27280,632,0.821861904,0.660197949,,The successful people all do this one trick They take whats possible on the future and bring it into TODAY post in comments what you are doing today to have massive successsuccess millionaire billionaire money potential freedom financialfreedom instagood,,,,,,,,,,,,0.027,0.796,0.177,0.8316
128,128,128,grantcardone,3396191,2444,6566,CSpNx0ALrZX,1629135589,44424.73598,44424.73598,20566,522,0.620930919,0.660197949,"Photo by Grant Cardone on August 16, 2021. May be an image of 1 person, aircraft, outdoors and text that says 'TAX TIPS: REDUCE EARNED INCOME TO ZERO EMERGENCYEXIT INVEST IN ASSETS THAT CAN BE DEPRECIATED BORROW AGAINST APPRECIATED ASSETS CNON-TAXABLE EVENT) INVEST IN ART, PROPERTY EQUIPMENT & OTHER BUSINESSES. GRANT CARDONE'.",,,,,,,,,,,,,0.027,0.796,0.177,0.8316
129,129,129,grantcardone,3396191,2444,6566,CSo8x0ui8Aj,1629126803,44424.634289999995,44424.634289999995,8876,380,0.27254062,0.660197949,,What are your daily rituals for success post in commentsworkout fitness health wealth success training instagood,,,,,,,,,,,,0.0,0.486,0.514,0.9136
130,130,130,grantcardone,3396191,2444,6566,CSm3b-kp49C,1629058261,44423.84098,44423.84098,18972,537,0.574437657,0.660197949,,Big things to come  it involves YOUEverything up to this point was warm upsand confidence builders,,,,,,,,,,,,0.0,0.729,0.271,0.6369
131,131,131,grantcardone,3396191,2444,6566,CSm4dCZCUkw,1629057428,44423.83134,44423.83134,40944,545,1.221633294,0.660197949,,They dont teach you this at school  I want to thank bayloruniversity for having me come and share some strategies that will help these kids succeed school college wealth money success instagood,,,,,,,,,,,,0.0,0.561,0.439,0.9501
132,132,132,thesharkdaymond,1307414,970,5665,CS2aOS2Cujp,1629578532,44429.86264,44429.86264,3220,127,0.25600154199999997,0.131869732,,Who remembers the moment these 3 amazing warriors shared the stage at the same time to give each other LoveWhat a great moment in historyPS Im still trying to get out my head the In living color skits that came after thatCredit boxingequipment,,,,,,,,,,,,0.0,0.787,0.213,0.8834
133,133,133,thesharkdaymond,1307414,970,5665,CS1fYrur9Yk,1629547474,44429.503169999996,44429.503169999996,4579,207,0.36606614299999995,0.131869732,"Photo by Daymond John on August 21, 2021. May be an image of 1 person, wrist watch and text that says 'MONEY WILL ALWAYS FLOW FROM THE UNINFORMED TO THE INFORMED @TheSharkDaymond'.",STAY FOCUSEDKEEP LEARNINGKEEP GROWINGSTAY INFORMEDHappySaturdaysuccessquotes successmindset insperationalquotes visionboard visualization visualizealbum sharkquotes mindset mindsetiseverything mentorship,,,,,,,,,,,,0.0,1.0,0.0,0.0
134,134,134,thesharkdaymond,1307414,970,5665,CSzoao4HoG5,1629485186,44428.78225,44428.78225,512,75,0.044897791,0.131869732,,Adding another music video cameo to my resumeMontell Jordan and trainual just dropped a remix of This Is How We Do It  turned into an entrepreneurs anthemÂ Go listen to the full track on Spotify and get hyped up for whatever hustle youre bringing into this weekendLots of fun on set bringing this to life with mrjordan1911 jonathanronzio chrisronzio More from this campaign coming next week  watch out thisishowyoudoit trainual,,,,,,,,,,,,0.0,0.954,0.046,0.5106
135,135,135,thesharkdaymond,1307414,970,5665,CSy0dzkigw5,1629458375,44428.47193,44428.47193,1431,118,0.118478156,0.131869732,,On my run today I decided to stop and be in the moment I think we all need to do this more often It felt absolutely amazing Sorry I just couldnt help myself with the justinbieber trackDont forget to take some time today to just BeInTheMomentHave a great dayDJPS You know your getting old when you start calling fruit Gangsta,,,,,,,,,,,,0.12,0.756,0.124,0.5034
136,136,136,thesharkdaymond,1307414,970,5665,CSyOC-aMsXQ,1629437720,44428.23287,44428.23287,2024,67,0.159934038,0.131869732,"Photo by Daymond John on August 19, 2021. May be an image of 3 people, people standing and outdoors.",Wishing my brother fatjoe a very blessed and amazing Birthday Thank you for being one of the most loyal truthful and honorable people on the planet From selling my first couple of hats out of your store to allowing me to direct one of your videos You have always supported others in their effort to follow their dreamsYou will always be one of the reasons that I can say Yesterdays price is NOT TODAYS PRICE Many more amazing years to come for you my friend DJ,,,,,,,,,,,,0.0,0.696,0.304,0.9854
137,137,137,thesharkdaymond,1307414,970,5665,CSxXb2jCI3H,1629409110,44427.90174,44427.90174,852,64,0.07006197,0.131869732,,As a business owner you wont get too far without knowing who your customers areThe fact is your customers are the most important component to your business With that said the sooner you know who they are the sooner youll be able to help resolve their pain points and resonate with them both through your marketing efforts and through the productsservices youre sellingIf you havent pinpointed your customer base yet set aside some time to do so Youll be one step ahead of your competitors once you do,,,,,,,,,,,,0.035,0.886,0.079,0.4754
138,138,138,thesharkdaymond,1307414,970,5665,CSwSFTtiWO8,1629372751,44427.480910000006,44427.480910000006,867,145,0.077404709,0.131869732,,Thank you for a brand new day filled with brand new opportunities CREDITSCamera IphoneTrack TheClarkSistersLighting GodScript Faith,,,,,,,,,,,,0.0,0.622,0.378,0.7845
139,139,139,thesharkdaymond,1307414,970,5665,CSumVk3C1Wn,1629316904,44426.834539999996,44426.834539999996,1132,91,0.093543438,0.131869732,,Ive made plenty of mistakes as an entrepreneur but its all part of the processIn light of my mistakes however I wanted to come up with a way where I could help other entrepreneurs avoid making the same mistakes Thats when the idea for Daymond on Demand was bornDaymond on Demand is full of interactive courses that will help you learn about everything from starting and scaling your business to mastering social mediaI hope each and every one of you benefits from this and that it sets you up to be in a better position than when you started Head to the link in my bio to learn more,,,,,,,,,,,,0.115,0.742,0.144,0.7684
140,140,140,thesharkdaymond,1307414,970,5665,CSt1cUyCRDv,1629290945,44426.53409,44426.53409,1879,188,0.158098353,0.131869732,,Lets be clear Everything created in this world started with one person with one dream that took one action I was fortunate to find 3 partners that also had the same dream Our dream was simple To create a four letter word that would change the fashion world forever That word is  FUBUAsk yourself today Whats your dream Who else believes in you And what is holding you backÂ Take a minute to dream today and make sure you accompany that dream with actionno matter how small the action may be Trust me you will be surprised how far it will take youDreamOnDJEditdrone im_danny_from_miami Yacht joemulvi Track Dream Visualizealbumsuccess,,,,,,,,,,,,0.0,0.736,0.264,0.9756
141,141,141,thesharkdaymond,1307414,970,5665,CSrzfZ_hpvw,1629223205,44425.750060000006,44425.750060000006,416,73,0.037402078,0.131869732,,Thank you tiffanyhaddish for sending me this story I was cracking up when listening to it but in a larger sense her experience shows that not only is FUBU meaningful to our customers but its also a way to bring people together who may not know what we stand forSure it served as a way to get a conversation started but the discussion that Tiffany had with this guy was centered around FUBU being blackowned and truly for the community and its so impactful to us that she remembers this story and sent it our wayWho else has a story like this where your brand left an impact on someone who told you about it years later Share it below ,,,,,,,,,,,,0.0,0.882,0.118,0.9274
142,142,142,thesharkdaymond,1307414,970,5665,CSrZiW0Ao42,1629208865,44425.58409,44425.58409,1291,269,0.11931951199999999,0.131869732,"Photo by Daymond John on August 17, 2021. May be an image of text that says 'Daymond John @TheSharkDaymond What is your go-to ""work from home"" playlist?'.",Weve been working from home for a while now and many of us still are so I hope you have some good recommendationsShare your favorite WFH songs below ,,,,,,,,,,,,0.0,0.705,0.295,0.8638
143,143,143,thesharkdaymond,1307414,970,5665,CSqHI0sCuC1,1629165790,44425.085530000004,44425.085530000004,910,152,0.081229052,0.131869732,,You know I couldnt leave you hanging on nationaltellajokedayI decided to give you a couple to choose from Please humor me and pick the one you like the most Dont leave ya boy out in the cold,nationaltellajokeday,,,,,,,,,,,0.0,0.765,0.235,0.7348
144,144,144,chiaraferragni,24627104,1411,14939,CS2KWPvKVhW,1629570070,44429.7647,44429.7647,297881,1847,1.217065555,1.919842395,,I cant with her laughs during bath time ,,,,,,,,,,,,0.305,0.695,0.0,-0.3875
145,145,145,chiaraferragni,24627104,1411,14939,CS2CX2iocsW,1629565817,44429.715469999996,44429.715469999996,168630,394,0.686333237,1.919842395,Photo by Chiara Ferragni Ã¢ÅÂ¨ in Porto Cervo with @capellipantene. May be an image of 1 person and indoor.,Come proteggere i capelli destate  Io mi sono portata la maschera capelli di capellipantene la limited edition con la quale io e Pantene abbiamo dato al via al progetto Forti Insieme  Quando torno a Milano a settembre inizieremo la selezione di chi si  registrata sul sito FortiInsiemecom  FortiInsieme adv  Using Pantenes hair mask to protect my hair from the sun damages this Summer  I launched a project to support female entrepreneurs with Pantene in July and I cant wait to be back in Milan in September to keep working in this amazing project  adv,FortiInsieme ,adv ,,,,,,,,,,0.049,0.834,0.116,0.7579
146,146,146,chiaraferragni,24627104,1411,14939,CS1f4NjK3Dc,1629547732,44429.506160000004,44429.506160000004,497415,1057,2.024078836,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 21, 2021. May be an image of 2 people, child, people standing, sunglasses and outdoors.",Morning at the beach ,,,,,,,,,,,,0.0,1.0,0.0,0.0
147,147,147,chiaraferragni,24627104,1411,14939,CS1KtXWKkNE,1629536633,44429.3777,44429.3777,761680,927,3.096616638,1.919842395,"Photo shared by Chiara Ferragni Ã¢ÅÂ¨ on August 21, 2021 tagging @fedez, and @tadyellow. May be an image of child, standing and outdoors.",2021 with Vitto vs 2018 with Leo ,,,,,,,,,,,,0.0,1.0,0.0,0.0
148,148,148,chiaraferragni,24627104,1411,14939,CSzcIklqi7Q,1629478660,44428.706710000006,44428.706710000006,359633,783,1.463493231,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 20, 2021. May be an image of 1 person and nature.",Monte Nieddu today ,,,,,,,,,,,,0.0,1.0,0.0,0.0
149,149,149,chiaraferragni,24627104,1411,14939,CSy_VVEIL0h,1629463560,44428.53194,44428.53194,357179,1045,1.454592469,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 20, 2021. May be an image of 1 person.",,,,,,,,,,,,,0.0,1.0,0.0,0.0
150,150,150,chiaraferragni,24627104,1411,14939,CSy1GOYKT2I,1629458194,44428.46984,44428.46984,631654,1359,2.570391549,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 20, 2021. May be an image of 1 person, indoor and text that says 'LUCE'.",,,,,,,,,,,,,0.0,1.0,0.0,0.0
151,151,151,chiaraferragni,24627104,1411,14939,CSyeOlCohbu,1629446203,44428.33105,44428.33105,641353,2371,2.61388428,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 20, 2021. May be a closeup of 1 person, baby and indoor.",Already very self opinionated ,,,,,,,,,,,,0.0,1.0,0.0,0.0
152,152,152,chiaraferragni,24627104,1411,14939,CSxED6AodJ8,1629398930,44427.783910000006,44427.783910000006,455183,1402,1.8539938759999999,1.919842395,"Photo shared by Chiara Ferragni Ã¢ÅÂ¨ on August 19, 2021 tagging @versace. May be an image of 1 person, jewelry and outdoors.",Tonight ,,,,,,,,,,,,0.0,1.0,0.0,0.0
153,153,153,chiaraferragni,24627104,1411,14939,CSw5IKPobcI,1629393198,44427.71757,44427.71757,474290,1578,1.932293785,1.919842395,Photo by Chiara Ferragni Ã¢ÅÂ¨ in Porto Cervo. May be an image of 2 people and baby.,Vitto and me as a baby ,,,,,,,,,,,,0.0,1.0,0.0,0.0
154,154,154,chiaraferragni,24627104,1411,14939,CSwaGHPoiIJ,1629376928,44427.52926,44427.52926,625352,2236,2.5483629740000002,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 19, 2021. May be an image of 1 person and baby.",Questa bimba stupenda ,,,,,,,,,,,,0.0,1.0,0.0,0.0
155,155,155,chiaraferragni,24627104,1411,14939,CSv7n6eIZQs,1629360952,44427.34435,44427.34435,387494,876,1.577002314,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 19, 2021. May be an image of 2 people, child and indoor.",Best of these days ,,,,,,,,,,,,0.0,0.417,0.583,0.6369
156,156,156,oliviapalermo,6664720,417,1744,CSzRqLqr4rn,1629473168,44428.64315,44428.64315,11859,74,0.179047282,0.51089043,"Photo by Olivia Palermo on August 20, 2021. May be an image of cosmetics.",Beachy vibes  Poppy is ready for a relaxing beach weekend in her Breton striped lounge chairs  Two of my favorite shots concepted by yours truly from our oliviapalermobeauty summer still life shoot ,,,,,,,,,,,,0.06,0.65,0.29,0.8481
157,157,157,oliviapalermo,6664720,417,1744,CShlimTLi02,1628879612,44421.77329,44421.77329,113248,654,1.709029036,0.51089043,"Photo shared by Olivia Palermo on August 13, 2021 tagging @andrea_tiller, @kenna_hair_, and @oliviapalermobeauty. May be a closeup of 1 person.",Last nights beauty look by the dream team andrea_tiller and kenna_hair_  Check out the full beauty breakdown over on oliviapalermobeauty ,,,,,,,,,,,,0.0,0.639,0.361,0.8625
158,158,158,oliviapalermo,6664720,417,1744,CScxCExg_1u,1628717874,44419.90132,44419.90132,4522,70,0.06890011900000001,0.51089043,,Gabbing away with my long term friend and glam fam member Daniel Martin about beauty skincare wellbeing and of course oliviapalermobeauty,,,,,,,,,,,,0.0,0.731,0.269,0.7906
159,159,159,oliviapalermo,6664720,417,1744,CSZ5mTPLbnx,1628621693,44418.78811,44418.78811,20232,112,0.305249133,0.51089043,"Photo by Olivia Palermo in The Hamptons with @mrsalice. May be an image of 2 people, people standing and outdoors.",aboutlastnight The sunshine came out to celebrate my girlfriend mrsalice ,aboutlastnight,,,,,,,,,,,0.0,0.537,0.463,0.7845
160,160,160,oliviapalermo,6664720,417,1744,CSPBExQgy_H,1628256622,44414.56275,44414.56275,11262,128,0.17089990300000002,0.51089043,,Earlier this year I had the pleasure of a private visit to the brand new LGSIGNATURE showroom to experience their incredible OLED R rollable television  Yes you read that correctly a television that is completely rollableA first of its kind the OLEDR screen not only entirely retracts but features some of the best visuals in the industry all while looking sleek and chicNow I just need to get my hands on one to watch all of my OPguiltypleasures  LGSIGNATUREOLEDR ad,LGSIGNATURE,,,,,,,,,,,0.0,0.853,0.147,0.9042
161,161,161,oliviapalermo,6664720,417,1744,CSMze1vrv1l,1628182278,44413.70229,44413.70229,26142,196,0.39518539399999997,0.51089043,"Photo by Olivia Palermo in Downtown Manhattan. May be an image of 1 person, standing and footwear.",City safari  oliviagrahamphoto  theoriginalgangsta  little_lexa_  andrea_tiller  mioknyc  area1202,,,,,,,,,,,,0.0,1.0,0.0,0.0
162,162,162,oliviapalermo,6664720,417,1744,CSKn25nLCi5,1628109075,44412.85503,44412.85503,23089,89,0.34777154899999996,0.51089043,"Photo by Olivia Palermo in Dr. Robert Anolik with @drrobertanolik. May be an image of 2 people, people standing and indoor.",Midweek treatment ,,,,,,,,,,,,0.0,1.0,0.0,0.0
163,163,163,oliviapalermo,6664720,417,1744,CSAAXOJLMNO,1627752824,44408.73176,44408.73176,60684,244,0.9141869429999999,0.51089043,"Photo shared by Olivia Palermo on July 31, 2021 tagging @andrea_tiller, and @oliviapalermobeauty. May be an image of 1 person and cosmetics.",Rosebud baby ,,,,,,,,,,,,0.0,1.0,0.0,0.0
164,164,164,oliviapalermo,6664720,417,1744,CR9b38Srtd3,1627666585,44407.73362,44407.73362,39217,211,0.591592745,0.51089043,"Photo shared by Olivia Palermo on July 30, 2021 tagging @oliviapalermobeauty. May be an image of 1 person, standing, sunglasses and outdoors.",Summer scorcher  A little bts from our summer beauty shoot with my friend and super talented photographer cesarbalcazar   Paired my Matte Lipstick in Poppy with the orange hues of this tank a detailed leather skirt flat top sunnies and a gold hoop No better way to combat the heat outside than with a cool downtown vibe ,bts,,,,,,,,,,,0.1,0.598,0.302,0.9349
165,165,165,oliviapalermo,6664720,417,1744,CR6YBHaLDr5,1627563899,44406.54513,44406.54513,24878,169,0.375814738,0.51089043,"Photo shared by Olivia Palermo on July 29, 2021 tagging @oliviapalermobeauty. May be an image of 2 people, sunglasses and text that says 'PALERMO BEAUTY 21014 PALERMO 1 OLIVIA'.",Happy nationallipstickday  Celebrating with all four of my oliviapalermobeauty creamy matte lipsticks available together in one exclusive Lipstick Lineup Set at a very special price  Pucker up though its only available for a limited time  cesarbalcazar  andrea_tiller  michaelsilvahair  _jzg,nationallipstickday,,,,,,,,,,,0.041,0.699,0.26,0.8748
166,166,166,oliviapalermo,6664720,417,1744,CR4ldIHLXPT,1627503836,44405.84995,44405.84995,14125,112,0.21361737600000003,0.51089043,"Photo shared by Olivia Palermo on July 28, 2021 tagging @millionidole, and @oliviapalermobeauty. May be an image of cosmetics.",I have been absolutely loving all of the oliviapalermobeauty content you guys have been posting   Seeing how youve been incorporating the collection into your beauty wardrobes and wearing the products has been so rewarding Keep it coming using myOPB and Ill start sharing my favorites of what you post  Cant wait to see more ,myOPB,,,,,,,,,,,0.041,0.694,0.265,0.9447
167,167,167,oliviapalermo,6664720,417,1744,CRzmkiKrtFI,1627336648,44403.91491,44403.91491,57056,220,0.859390942,0.51089043,"Photo shared by Olivia Palermo on July 26, 2021 tagging @boyyboutique, and @oliviapalermobeauty. May be an image of 1 person and standing.",Swipe  for whatsinmybag today ,whatsinmybag,,,,,,,,,,,0.0,1.0,0.0,0.0
168,168,168,marianodivaio,6407298,310,7864,CS1LCTFodDS,1629536805,44429.379689999994,44429.379689999994,99604,339,1.559830681,2.24899794,"Photo by Mariano Di Vaio on August 21, 2021. May be an image of 1 person, standing and outdoors.",Running to the lighthouse ,,,,,,,,,,,,0.0,1.0,0.0,0.0
169,169,169,marianodivaio,6407298,310,7864,CSyhLFjITED,1629447748,44428.348939999996,44428.348939999996,117874,351,1.845161564,2.24899794,"Photo by Mariano Di Vaio on August 20, 2021. May be an image of 7 people and people standing.",Celebrating my dads birthday with my family in Sardinia like the old times  Happy birthday dad  ,,,,,,,,,,,,0.0,0.568,0.432,0.872
170,170,170,marianodivaio,6407298,310,7864,CStqwztIr93,1629285003,44426.46531,44426.46531,144851,451,2.267757797,2.24899794,"Photo shared by Mariano Di Vaio on August 18, 2021 tagging @eleonorabrunaccidivaio, @nathanleonedivaio, @leonardoliamdivaio, and @filibertonoahdivaio. May be an image of 5 people, child, people standing and ocean.",If I think that soon we will be 1  ,,,,,,,,,,,,0.0,1.0,0.0,0.0
171,171,171,marianodivaio,6407298,310,7864,CSmehjiIR7Z,1629043706,44423.67252,44423.67252,157153,483,2.460257038,2.24899794,"Photo shared by Mariano Di Vaio on August 15, 2021 tagging @nathanleonedivaio, @leonardoliamdivaio, @dolcegabbana_man, and @filibertonoahdivaio. May be an image of 4 people, child, people standing and outdoors.",Buon ferragosto dalla Mdvboyband in terra sarda  Voi dove siete ,,,,,,,,,,,,0.0,1.0,0.0,0.0
172,172,172,marianodivaio,6407298,310,7864,CSjRK-DoVJS,1628936042,44422.42641,44422.42641,184045,616,2.882041697,2.24899794,"Photo shared by Mariano Di Vaio on August 14, 2021 tagging @nohow, and @mdvcollection. May be an image of 1 person and wrist watch.",I got tanned  yesterday nightmdvcollection shirt ,,,,,,,,,,,,0.0,1.0,0.0,0.0
173,173,173,marianodivaio,6407298,310,7864,CSY2bSIIf35,1628586475,44418.3805,44418.3805,128608,366,2.012923388,2.24899794,"Photo shared by Mariano Di Vaio on August 10, 2021 tagging @eleonorabrunaccidivaio. May be an image of 2 people, people standing and outdoors.",Yesterdays selfies No filters just love mdvfamily,,,,,,,,,,,,0.193,0.439,0.368,0.4588
174,174,174,marianodivaio,6407298,310,7864,CSSK_IlIUhy,1628362374,44415.786739999996,44415.786739999996,81226,217,1.271097427,2.24899794,"Photo by Mariano Di Vaio on August 07, 2021. May be an image of 1 person and outdoors.",Brought a single use cam with flash to the beach  seethelast sardinia2021,seethelast ,sardinia2021,,,,,,,,,,0.0,1.0,0.0,0.0
175,175,175,marianodivaio,6407298,310,7864,CSMEC6-oLto,1628157604,44413.416710000005,44413.416710000005,216991,3837,3.446507405,2.24899794,,I believe God knows whats best for us  were growing bigger  MdvFamily Blessed,,,,,,,,,,,,0.0,0.402,0.598,0.8979
176,176,176,marianodivaio,6407298,310,7864,CSJ4-Kuo3lI,1628084493,44412.57052,44412.57052,139483,371,2.182729756,2.24899794,"Photo shared by Mariano Di Vaio on August 04, 2021 tagging @filibertonoahdivaio. May be an image of 2 people, child, people standing and body of water.",Hows your summer going ,,,,,,,,,,,,0.0,1.0,0.0,0.0
177,177,177,marianodivaio,6407298,310,7864,CR8nPkbobTE,1627638991,44407.41425,44407.41425,115573,267,1.807938385,2.24899794,"Photo shared by Mariano Di Vaio on July 30, 2021 tagging @nathanleonedivaio. May be an image of 2 people and people standing.",Camera roll favorites  holidays,holidays,,,,,,,,,,,0.0,0.27,0.73,0.6597
178,178,178,marianodivaio,6407298,310,7864,CR1zfDIoAjZ,1627410579,44404.77059,44404.77059,304265,1103,4.765940339,2.24899794,,Were on vacation  sardinia mdvfamily,sardinia ,mdvfamily,,,,,,,,,,0.0,1.0,0.0,0.0
179,179,179,marianodivaio,6407298,310,7864,CRySVnUJTtq,1627292486,44403.40377,44403.40377,31023,103,0.485789798,2.24899794,"MensfashionPost, menstyle, italian man, motocross, Tony cairoli , 222",Aviator 3 sixdays 2021 Italia  Numer 9 of 950 limited pieces available onlinePezzo da collezione pazzesco airohelmet_official rideon airohhelmet ad forzaitalia,,,,,,,,,,,,0.095,0.905,0.0,-0.2263
180,180,180,teachingmensfashion,1451774,137,1050,CSsrJNssU9_,1629251649,44426.07927,44426.07927,85592,195,5.909115331000001,6.13210688,"Photo shared by Jose Zuniga on August 17, 2021 tagging @_esntls. May be an image of 1 person, standing, footwear and outdoors.",This new _esntls heavy weight collection is all you will want to live in this FW and back to school Its a heavy 480gsm fabric that feels like a LEGIT blanket Hands down the most premium collection we will ever release Dropping 828 mark your calendars this will move fast Esta nueva coleccin de peso pesado de _esntls es todo lo que querrs vivir en este F  W y volver a la escuela Es una tela pesada de 480 g  m2 que se siente como una manta LEGIT Sin duda la coleccin ms premium que jams lanzaremos Dejando caer el 828 marque sus calendarios esto se mover rpido ,,,,,,,,,,,,0.034,0.93,0.036,-0.2023
181,181,181,teachingmensfashion,1451774,137,1050,CSS3WgvM7dS,1628385634,44416.05595,44416.05595,73640,271,5.09108167,6.13210688,"Photo shared by Jose Zuniga on August 07, 2021 tagging @_esntls. May be an image of 1 person, footwear and brick wall.",The new _esntls glacial blue heavyweight sweat suit The color is Inspired by Jkulsrln Iceland where the campaign will be shot The fabric is a HEAVY 480gsm Giving it an unreal comfortable fit and bulky silhouette perfect for FW Dropping 828 El nuevo chndal de peso pesado azul glacial de _esntls El color est inspirado en Jkulsrln Islandia donde se rodar la campaa La tela es PESADA 480gsm Dndole un ajuste cmodo irreal y una silueta voluminosa perfecta para F  W Cayendo el 288,,,,,,,,,,,,0.0,0.809,0.191,0.9477
182,182,182,teachingmensfashion,1451774,137,1050,CR9we1-L_cS,1627677389,44407.85867,44407.85867,79293,235,5.4779876210000005,6.13210688,"Photo shared by Jose Zuniga on July 30, 2021 tagging @_esntls. May be an image of 1 person, standing, footwear and indoor.",Our new Heavy Weight collection from _esntls drops 828 This new line is all made from ONE single fabric that is 480 gsm making it extremely versatile and interchangeable See my story for a deeper explanation as to why this fabric is so unique,,,,,,,,,,,,0.0,1.0,0.0,0.0
183,183,183,teachingmensfashion,1451774,137,1050,CRtmozoM1Ds,1627135357,44401.58515,44401.58515,88167,231,6.08896426,6.13210688,"Photo shared by Jose Zuniga on July 24, 2021 tagging @jadeblack.co. May be an image of 1 person, standing and bridge.",jadeblackco new collection is now live Click the link in the bio to check it out These are our new Horacios La nueva coleccin de jadeblackco ya est disponible Haga clic en el enlace de la biografa para verlo Estos son nuestros nuevos Horacios  ,,,,,,,,,,,,0.0,1.0,0.0,0.0
184,184,184,teachingmensfashion,1451774,137,1050,CRnKLBnj77C,1626919217,44399.08353,44399.08353,26280,122,1.81860262,6.13210688,,New jadeblackco collections drops this Saturday 724 at 10 am EST Every single new piece was meticulously designed to the last detail Ending with a true work of art collectionLas nuevas colecciones de  jadeblackco se lanzarn este sbado 24 de julio a las 10 am EST Cada pieza nueva se dise meticulosamente hasta el ltimo detalle Terminando con una verdadera coleccin de obras de arte,,,,,,,,,,,,0.0,0.957,0.043,0.4215
185,185,185,teachingmensfashion,1451774,137,1050,CRh-7KksFmA,1626745437,44397.07219,44397.07219,110762,418,7.658216775,6.13210688,"Photo shared by Jose Zuniga on July 19, 2021 tagging @jadeblack.co. May be an image of 4 people, people standing and indoor.",New jadeblackco collection drops this Saturday 724 at 10 am EST La nueva coleccin jadeblackco cae este sbado 247 a las 10 am EST ,,,,,,,,,,,,0.0,1.0,0.0,0.0
186,186,186,teachingmensfashion,1451774,137,1050,CRJjQIfsvz6,1625925622,44387.583589999995,44387.583589999995,95137,301,6.573888222000001,6.13210688,"Photo shared by Jose Zuniga on July 10, 2021 tagging @santaluciafragrance. May be an image of one or more people and indoor.",santaluciafragrance new pieces ARE NOW LIVE We also restocked our fragrances that have been sold out for months  go check out why our scents are so good before they are gone again,,,,,,,,,,,,0.0,0.892,0.108,0.5777
187,187,187,teachingmensfashion,1451774,137,1050,CQ7V6uvsen8,1625448869,44382.065610000005,44382.065610000005,92214,250,6.3690354010000005,6.13210688,"Photo shared by Jose Zuniga on July 04, 2021 tagging @thursdaysneakers. May be an image of 1 person, beard, standing, footwear, wrist watch and outdoors.",Happy 4th Out today with the new pebble thursdaysneakers Click the link in the bio to check them out ad thursdayboots,,,,,,,,,,,,0.0,0.844,0.156,0.5719
188,188,188,teachingmensfashion,1451774,137,1050,CQpT0nIMy_-,1624843791,44375.0624,44375.0624,88128,241,6.086966704,6.13210688,"Photo shared by Jose Zuniga on June 27, 2021 tagging @karlaaazuniga_. May be an image of 2 people, child, people standing and outdoors.",My daughter loves fruit loops ,,,,,,,,,,,,0.0,0.519,0.481,0.5719
189,189,189,teachingmensfashion,1451774,137,1050,CQW0-w_MUUV,1624223641,44367.88473,44367.88473,141971,397,9.806485031,6.13210688,"Photo by Jose Zuniga on June 20, 2021. May be an image of one or more people, people standing and outdoors.",Theres nothing in the world like it Being a father is something I always wanted in life and I can say its one of the biggest sources of joy Happy Fathers Day to all the dads out there ,,,,,,,,,,,,0.0,0.762,0.238,0.875
190,190,190,teachingmensfashion,1451774,137,1050,CQJa8VIsK0J,1623773782,44362.67803,44362.67803,80217,260,5.543355922000001,6.13210688,"Photo shared by Jose Zuniga on June 15, 2021 tagging @_esntls. May be an image of 1 person, standing and outdoors.",Daily box trucks leaving with orders and all I can say is THANK YOU  The support is tremendous and for that I wanted to give you guys a MASSIVE 5000 giveaway We are doing a SECRET SALE where everything is 50  70 off ONLY for ESNTLS customers Since you guys have been showing tremendous amounts of support we decided to do this secret little gift 100 orders will have 1  20 bucks in each order 1 order will have 5K CASH The more you buy the higher the chances of winning Check your emails for the special access code,,,,,,,,,,,,0.0,0.818,0.182,0.9527
191,191,191,teachingmensfashion,1451774,137,1050,CP9g-UgsVDW,1623374291,44358.05429,44358.05429,103507,463,7.161583001,6.13210688,"Photo shared by Jose Zuniga on June 10, 2021 tagging @jadeblack.co. May be an image of 1 person, wrist watch and footwear.",New jadeblackco eyewear collection is dropping 626swipe for details of one of our new designs La nueva coleccin de gafas  jadeblackco se lanzar el 626 Deslice el dedo para ver los detalles de uno de nuestros nuevos diseos  ,,,,,,,,,,,,0.0,1.0,0.0,0.0
